MARGINALPDBC;
2026;04;18;1;107.65;107.65;
2026;04;18;2;105.23;105.23;
2026;04;18;3;87.5;87.5;
2026;04;18;4;86.15;86.15;
2026;04;18;5;100.93;100.93;
2026;04;18;6;89.31;89.31;
2026;04;18;7;88.4;88.4;
2026;04;18;8;85.18;85.18;
2026;04;18;9;85.18;85.18;
2026;04;18;10;84;84;
2026;04;18;11;83.15;83.15;
2026;04;18;12;80.8;80.8;
2026;04;18;13;80.68;80.68;
2026;04;18;14;76.34;76.34;
2026;04;18;15;77.1;77.1;
2026;04;18;16;74.85;74.85;
2026;04;18;17;75.1;75.1;
2026;04;18;18;75.15;75.15;
2026;04;18;19;75.06;75.06;
2026;04;18;20;74.85;74.85;
2026;04;18;21;76.34;76.34;
2026;04;18;22;75.15;75.15;
2026;04;18;23;75.32;75.32;
2026;04;18;24;80;80;
2026;04;18;25;83.98;83.98;
2026;04;18;26;84.15;84.15;
2026;04;18;27;82.02;82.02;
2026;04;18;28;83.02;83.02;
2026;04;18;29;83.15;83.15;
2026;04;18;30;86.15;86.15;
2026;04;18;31;86.15;86.15;
2026;04;18;32;84.46;84.46;
2026;04;18;33;83.26;83.26;
2026;04;18;34;70;70;
2026;04;18;35;54.33;54.33;
2026;04;18;36;44.52;44.52;
2026;04;18;37;46.63;46.63;
2026;04;18;38;17.38;17.38;
2026;04;18;39;12.49;12.49;
2026;04;18;40;5.41;5.41;
2026;04;18;41;5.41;5.41;
2026;04;18;42;1.2;1.2;
2026;04;18;43;0.51;0.51;
2026;04;18;44;0;0;
2026;04;18;45;-0.02;-0.02;
2026;04;18;46;-0.81;-0.81;
2026;04;18;47;-0.85;-0.85;
2026;04;18;48;-1.13;-1.13;
2026;04;18;49;-0.82;-0.82;
2026;04;18;50;-1;-1;
2026;04;18;51;-0.82;-0.82;
2026;04;18;52;-1.5;-1.5;
2026;04;18;53;-2;-2;
2026;04;18;54;-2.01;-2.01;
2026;04;18;55;-2.1;-2.1;
2026;04;18;56;-2.1;-2.1;
2026;04;18;57;-2.1;-2.1;
2026;04;18;58;-2.1;-2.1;
2026;04;18;59;-2.1;-2.1;
2026;04;18;60;-2.01;-2.01;
2026;04;18;61;-1.5;-1.5;
2026;04;18;62;-1;-1;
2026;04;18;63;-1.81;-1.81;
2026;04;18;64;-1;-1;
2026;04;18;65;-1;-1;
2026;04;18;66;-1;-1;
2026;04;18;67;-0.82;-0.82;
2026;04;18;68;-0.81;-0.81;
2026;04;18;69;-0.41;-0.41;
2026;04;18;70;-0.01;-0.01;
2026;04;18;71;0;0;
2026;04;18;72;0;0;
2026;04;18;73;0.51;0.51;
2026;04;18;74;1;1;
2026;04;18;75;2.99;2.99;
2026;04;18;76;10;10;
2026;04;18;77;7.67;7.67;
2026;04;18;78;24.02;24.02;
2026;04;18;79;57.4;57.4;
2026;04;18;80;78.78;78.78;
2026;04;18;81;68.65;68.65;
2026;04;18;82;81;81;
2026;04;18;83;83.26;83.26;
2026;04;18;84;85.15;85.15;
2026;04;18;85;84.15;84.15;
2026;04;18;86;84.46;84.46;
2026;04;18;87;83.74;83.74;
2026;04;18;88;83.15;83.15;
2026;04;18;89;82.02;82.02;
2026;04;18;90;80.61;80.61;
2026;04;18;91;83.02;83.02;
2026;04;18;92;81;81;
2026;04;18;93;83.15;83.15;
2026;04;18;94;81.4;81.4;
2026;04;18;95;82;82;
2026;04;18;96;80;80;
*
